,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,boms_id,chassis,motherboard,CPU,form_factor,chipset,cores,height_mm,width_mm,depth_mm,product_colour,drive_bays,Supported_memory_types,Operating Temperature, Non-operating Temperature, Operating Relative Humidity, Non-operating Relative Humidity,Gross Weight, Net Weight,num_of_m_2_supported,m_2_key,m_2_interface,m_2_form_factor,pcl_express_x16_slots,pcl_express_x8_slots,pcl_express_slots_version,maximum_internal_memory,usb_3_0_type_a_ports_quantity,usb_2_0_type_a_ports_quantity,processor_socket,num_of_storage_drives_supported,onboard_network_controllers,num_of_dimm_slots,backplanes_support,power_supply,ecc,nodes,partner,desc,type,Operating Temperature Range,Non-Operating Temperature Range,Operating Relative Humidity Range,Non-Operating Relative Humidity Range,Non-operating Temperature,Operating Relative Humidity,Non-operating Relative Humidity,Net Weight,"Net Weight w/ 2.5"" HDDs","Net Weight w/ 3.5"" HDDs",See Note * Non-operating Temperature,* Support for operating above 30°C is available in certain system configurations. Contact your Supermicro sales rep or Technical Support for more details. Non-operating Temperature,with HDD Non-operating Temperature
190,190.0,190.0,,,,267,CSE-219UBTS-R1K62P-TN24,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"5. 24 Hot-swap 2.5"" drive bays;",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,63 lbs (28.6 kg,,via optional parts 2,M-Key,via optional parts 2 m.2 pci-e 3.0 x4,2260/2280/22110,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,24.0,4x 10GBase-T ,24 DIMM,SATA3,1600W Redundant Power Supplies with PMBus,Y,1,supermicro,2029U-TN24R4T,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,39 lbs (17.7 kg,,,,,
191,191.0,191.0,,,,268,CSE-219U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"5. 24 Hot-swap 2.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,24.0,4x 1GbE LAN ports via Intel® i350 (AOC-2UR68-i4G),24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,2029U-E1CR4,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
192,192.0,192.0,,,,269,CSE-219U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"5. 24 Hot-swap 2.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,2 PCI-E 3.0 x16,4 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    4 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,24.0,4x 10GBase-T ,24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,2029U-E1CR4T,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
193,193.0,193.0,,,,270,CSE-219U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"5. 24 Hot-swap 2.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,24.0,2x 10GBase-T ,24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,2029U-E1CRT,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
194,194.0,194.0,,,,271,CSE-219U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"5. 24 Hot-swap 2.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,24.0,2 10G SFP+ ports via AOC-2UR68-i2XS (Intel® 82599ES),24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,2029U-E1CRTP,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
195,195.0,195.0,,,,272,CSE-213AC-R1K23LPB,Super X11DPi-N,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,"4. 8x 2.5"" SAS3 & 8x 2.5"" SATA3 Hot-swap",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,63 lbs (28.8 kg,,1,M-Key,PCI-E 3.0 x4,"2260, 2280, 22110",4 PCI-E 3.0 x16,"4 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","4 PCI-E 3.0 x16, 1 PCI-E 3.0 x8 slots,5. M.2 Interface: PCI-E 3.0 x4",4TB,2 USB 3.0,4 USB 2.0,Dual Socket P (LGA 3647) support,3.0,Dual 1GbE LAN with Intel® X722,16 DIMM,SATA3,System Cooling,Y,1,supermicro,2029P-C1R,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,38 lbs (17.4 kg,,,,,
196,196.0,196.0,,,,273,CSE-213AC-R1K23LPB,Super X11DPi-NT,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,"4. 8x 2.5"" SAS3 & 8x 2.5"" SATA3 Hot-swap",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,63 lbs (28.8 kg,,1,M-Key,PCI-E 3.0 x4,"2260, 2280, 22110",4 PCI-E 3.0 x16,"4 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","4 PCI-E 3.0 x16, 1 PCI-E 3.0 x8 slots,5. M.2 Interface: PCI-E 3.0 x4",4TB,2 USB 3.0,4 USB 2.0,Dual Socket P (LGA 3647) support,3.0,"Intel® X722 10GBase-T Ethernet Controller Virtual Machine Device Queues reduce I/O overhead Supports 10GBASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,System Cooling,Y,1,supermicro,2029P-C1RT,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,38 lbs (17.4 kg,,,,,
197,197.0,197.0,,,,274,CSE-829U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,"5. 12 Hot-swap 3.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,12.0,4 GbE ports via AOC-2UR68-I4G-P (Intel i350AM4),24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029U-TR4,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
198,198.0,198.0,,,,275,CSE-829U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,"5. 12 Hot-swap 3.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,2 PCI-E 3.0 x16,4 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    4 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,12.0,4x 10GBase-T ,24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029U-TR4T,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
199,199.0,199.0,,,,276,CSE-829U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,"5. 12 Hot-swap 3.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,12.0,2 10GBase-T ports via AOC-2UR68-I2XT ,24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029U-TRT,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
200,200.0,200.0,,,,277,CSE-829U2TS-R1K02P-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,"5. 12 Hot-swap 3.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,12.0,2 10G SFP+ ports via AOC-2UR68-I2XS (Intel® 82599ES),24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029U-TRTP,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
201,201.0,201.0,,,,278,CSE-829U2E1C4-R1K02-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,"5. 12 Hot-swap 3.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,12.0,4 GbE ports via AOC-2UR68-i4G (Intel i350),24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029U-E1CR4,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
202,202.0,202.0,,,,279,CSE-829U2E1C4-R1K02-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,"5. 12 Hot-swap 3.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,2 PCI-E 3.0 x16,4 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    4 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,12.0,4x 10GBase-T ,24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029U-E1CR4T,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
203,203.0,203.0,,,,280,CSE-829U2E1C4-R1K02-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,"5. 12 Hot-swap 3.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,12.0,2 10GBase-T ports via AOC-2UR68-I2XT ,24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029U-E1CRT,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
204,204.0,204.0,,,,281,CSE-829U2E1C4-R1K02-T,Super X11DPU,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,"5. 12 Hot-swap 3.5"" drive bays:",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM 2666 ECC DDR4 NVDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,72 lbs (32.7 kg,,2,M-Key,2 m.2 pci-e 3.0 x4,2260/2280/22110,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A",,Dual Socket P (LGA 3647) support,12.0,2 10G SFP+ ports via AOC-2UR68-I2XS (Intel® 82599ES),24 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029U-E1CRTP,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,36 lbs (16.4 kg,,,,,
205,205.0,205.0,,,,282,CSE-825TQC-R1K03LPB,Super X11DPi-NT,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","25.5"" (647mm)",Black,"Hot-swap 8 Hot-swap 3.5"" SATA drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,69 lbs (31.2 kg,,1,M-Key,PCI-E 3.0 x4,"2260, 2280, 22110",4 PCI-E 3.0 x16,"4 PCI-E 3.0 x16, 2 PCI-E 3.0 x8","4 PCI-E 3.0 x16, 2 PCI-E 3.0 x8 slots6. M.2 Interface: PCI-E 3.0 x4",4TB,,Rear USB: 2 USB 3.0 + 2 USB 2.0 Front USB: 2 USB 2.0 USB Header: 1 Type A,Dual Socket P (LGA 3647) support,8.0,"Intel® X722 10GBase-T Ethernet Controller Virtual Machine Device Queues reduce I/O overhead Supports 10GBASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,1000W Redundant Power Supplies with PMBus,Y,1,supermicro,6029P-TRT,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,35.5 lbs (16.1 kg,,,,,
206,206.0,206.0,,,,283,CSE-218UTS-R1K62P,Super X11QPH+,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","30.7"" (780mm)",Black,"Hot-swap 24 Hot-swap 2.5"" SAS3/SATA3 drive bays Optional 24 SAS3 ports via AOC Optional 20 SAS3 ports via AOC + 4 NVMe ports via AOC",2933†/2666MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,69 lbs (31.2 kg,,,,,,6 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"Up to 11 PCI-E 3.0 slots3. 5 PCI-E 3.0 x8 slots,    6 PCI-E 3.0 x16 slots",6TB,2 USB 3.0 ports (rear,,Quad Socket P (LGA 3647) support,4.0,4 Gigabit Ethernet ports via AOC-2UR66-i4G; Other options,48 DIMM,SATA3,1600W Redundant Power Supplies with PMBus,Y,1,supermicro,2049U-TR4,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,43 lbs (19.4 kg,,,,,
207,207.0,207.0,,,,284,CSE-F418BC2-R2K20BP,Super X11DPFR-SN,2nd Gen Intel® Xeon® Scalable,4U Rackmount,Intel® C621 chipset,Up to 28 Cores,"6.96"" (177mm)","17.63"" (448mm)","29"" (737mm)",Black,8 Hot-plug System Nodes in 4U,2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,200 lbs (90.71 kg,,2, M-Key, PCI-E 3.0 x4 M.2 Form Factor," 2260, 2280, 22110 M.2 ",1 PCI-E 3.0 x16,,Expansion slots: 1 PCI-E 3.0 x16 (LP)    1 PCI-E 3.0 x16 (for SIOM )    M.2 Interface: PCI-E 3.0 x4,3TB,2 USB 3.0,,Dual Socket P (LGA 3647) support,8.0,Flexible networking via SIOM,12 DIMM,SATA3,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,F619P2-RTN,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,150 lbs (68.04 kg,,,,,
208,208.0,208.0,,,,285,CSE-F418IF3-R2K20BP,Super X11DPFF-SN,2nd Gen Intel® Xeon® Scalable,4U Rackmount,Intel® C621 chipset,Up to 28 Cores,"6.96"" (177mm)","17.63"" (448mm)","29"" (737mm)",Black,"2 or 4 Fixed 2.5"" SATA3/NVMe drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,200 lbs (90.71 kg,,2, M-Key, 2 SATA/PCI-E 3.0 x4," 2260, 2280, 22110 M.2 ",1 PCI-E 3.0 x16,"1 PCI-E 3.0 x16, 1 PCI-E 3.0 x8","1 PCI-E 3.0 x16, 1 PCI-E 3.0 x8 (LP),    1 PCI-E 3.0 x16 (for SIOM )    M.2 Interface: 2 SATA/PCI-E 3.0 x4,",3TB,2 USB 3.0,,Dual Socket P (LGA 3647) support,,Flexible networking via SIOM,12 DIMM,SATA3,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,F619P2-FT,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,150 lbs (68.04 kg,,,,,
209,209.0,209.0,,,,286,CSE-217BHQ+-R2K22BP2,Super X11DPT-B,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","28.75"" (730mm)",Black,"4. 6 Hot-swap 2.5"" SATA3 drive bays",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,85 lbs (38.6kg,,,,,,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (LP) slot; 1 SIOM,6TB,2 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,6.0,    2nd Gen Intel® Xeon® Scalable,24 DIMM,SATA3,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,2029BT-HTR,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,54.5 lbs (24.7 kg,,,,,
210,210.0,210.0,,,,287,CSE-217BHQ+-R2K22BP2,Super X11DPT-B,2nd Gen Intel® Xeon® Scalable,2U Rackmount,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","28.75"" (730mm)",Black,"    Hot-swap 2.5"" drive bays;",2933†/2666/2400/2133MHz ECC DDR4 RDIMM/LRDIMM,10°C ~ 35°C (50°F ~ 95°F,,,,85 lbs (38.6kg,,1,,2 M.2 NVMe or SATA (2240/2260/2280, via optional AOC-SMG3-2H8M2-B,1 PCI-E 3.0 x16,,1 PCI-E 3.0 x16 (LP) slot; 1 SIOM,6TB,2 USB 3.0 ports (rear,,Dual Socket P (LGA 3647) support,,    2nd Gen Intel® Xeon® Scalable,24 DIMM,SATA3,2200W Redundant Power Supplies with PMBus,Y,1,supermicro,2029BT-HNC1R,SUPERMICRO,,,,,-40°C to 60°C (-40°F to 140°F,8% to 90% (non-condensing,5% to 95% (non-condensing,54.5 lbs (24.7 kg,,,,,
211,211.0,211.0,,,,288,CSE-217HQ+-R2K04B,Super X10DRT-P,Intel® Xeon® processor E5-2600 v4†/ v3 family (up to 145W TDP) * Dual Socket R3 (LGA 2011),2U Rackmount,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"3.47"" (88mm)","17.25"" (438mm)","28.75"" (730mm)",Black,"6. 6x 2.5"" Hot-swap SATA HDD Bays",2400†/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,10°C to 35°C (50°F to 95°F,,,,90 lbs (40.9kg,,,,,,1x PCI-E 3.0 x16 Low-profile slot,,1x PCI-E 3.0 x16 Low-profile slot,2TB,2x USB 3.0 ports total (2x rear,,Dual socket R3 (LGA 2011) supports,,"Intel® i350-AM2 Dual Port Gigabit Ethernet Virtual Machine Device Queues reduce I/O overhead Supports 10BASE-T, 100BASE-TX, and 1000BASE-T, RJ45 output 1x Realtek RTL8201N PHY (dedicated IPMI)",4 DIMM,,2000W Redundant Power Supplies with PMBus,Y,1,supermicro,2028TP-HTR,SUPERMICRO,,,,,-40°C to 70°C (-40°F to 158°F,8% to 90% (non-condensing,5% to 95% (non-condensing,72 lbs (32.7 kg,,,,,
