,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,boms_id,Operating Temperature, Non-operating Temperature, Operating Relative Humidity, Non-operating Relative Humidity,Net Weight, Gross Weight,chassis,motherboard,form_factor,power_supply,chipset,cores,height_mm,width_mm,depth_mm,product_colour,pcl_express_x16_slots,pcl_express_x8_slots,pcl_express_slots_version,maximum_internal_memory,usb_3_0_type_a_ports_quantity,usb_2_0_type_a_ports_quantity,processor_socket,ecc,nodes,partner,desc,type,Gross Weight, Net Weight," Net Weight w/ 2.5"" HDDs"," Net Weight w/ 3.5"" HDDs",See Note * Non-operating Temperature,Operating Relative Humidity,Non-operating Relative Humidity, * Support for operating above 30°C is available in certain system configurations. Contact your Supermicro sales rep or Technical Support for more details. Non-operating Temperature,   with HDD Non-operating Temperature,Non-operating Temperature
80,80.0,80.0,80.0,,,218,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 62.2 lbs (28.21 kg, 88 lbs (39.92 kg,CSE-938NH-R1K68BP,Super X11SDD-8C-F,3U,1600W 1U Redundant Power Supplies with PMBus,System on Chip (SoC),"8-Cores, 16 Threads","5.2"" (132 mm)","15.26"" (387 mm)","23"" (585 mm)",Black,1 PCI-E 3.0 x16,,"1 PCI-E 3.0 x16 (low-profile),",,,2 USB 2.0,,Y,1,supermicro,5039MD8-H8TNR,SUPERMICRO,,,,,,,,,,
81,81.0,81.0,81.0,,,219,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 132lbs (59.87kg, 125lbs (56.70kg,CSE-939HN-R2K04BP,Super X11SCE-F,3U,2000W Titanium Redundant Power Supplies with PMBus and Reverse Airflow,Intel® C246 chipset,8 cores max.,"5.21"" (132.5 mm)","17.5"" (444.5 mm)","29.5"" (749.3 mm)",Black,M.2 Interface: 1 PCI-E 3.0 x4 and SATA,,M.2 Interface: 1 PCI-E 3.0 x4 and SATA,,,,Single socket H4 (LGA 1151) supports,Y,1,supermicro,5039MC-H12TRF,S,,,,,,,,,,
82,82.0,82.0,82.0,,,220,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 132lbs (59.87kg, 125lbs (56.70kg,CSE-939HN-R2K04BP,Super X11SCE-F,3U,2000W Titanium Redundant Power Supplies with PMBus and Reverse Airflow,Intel® C246 chipset,8 cores max.,"5.21"" (132.5 mm)","17.5"" (444.5 mm)","29.5"" (749.3 mm)",Black,M.2 Interface: 1 PCI-E 3.0 x4 and SATA,,M.2 Interface: 1 PCI-E 3.0 x4 and SATA,,,,Single socket H4 (LGA 1151) supports,Y,1,supermicro,5039MC-H12TRF,SUPERMICRO,,,,,,,,,,
83,83.0,83.0,83.0,,,221,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 95lbs (43.09kg, 125lbs (56.70kg,CSE-939HS-R2K04B,Super X11SSE-F,3U,2000W Titanium Redundant Power Supplies with PMBus and Reverse Airflow,Intel® C236 chipset,,"5.21"" (132.5 mm)","17.5"" (444.5 mm)","29.5"" (749.3 mm)",Black,,,,,1 USB 3.0,2 USB 2.0,Single socket H4 (LGA 1151) supports,Y,1,supermicro,5039MS-H12TRF,S,,, 115lbs (52.16kg, 132lbs (59.87kg,,,,,,
84,84.0,84.0,84.0,,,222,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 95lbs (43.09kg, 125lbs (56.70kg,CSE-939HS-R2K04B,Super X11SSE-F,3U,2000W Titanium Redundant Power Supplies with PMBus and Reverse Airflow,Intel® C236 chipset,,"5.21"" (132.5 mm)","17.5"" (444.5 mm)","29.5"" (749.3 mm)",Black,,,,,1 USB 3.0,2 USB 2.0,Single socket H4 (LGA 1151) supports,Y,1,supermicro,5039MS-H12TRF,SUPERMICRO,,, 115lbs (52.16kg, 132lbs (59.87kg,,,,,,
85,85.0,85.0,85.0,,,223,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,46 lbs (20.9kg),CSE-116TS-R504WBP,Super H12SSW-NT,1U Rackmount,500W Redundant Power Supplies with PMBus,System on Chip,Up to 64 Cores,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2 PCI-E 4.0 x16,,"2 PCI-E 4.0 x16 (FHFL) slots,    1 PCI-E 4.0 x16 (LP) slot    Optional 2 U.2 NVMe (PCI-E 3.0)",2TB,7 USB 3.0,"7 USB 3.0 ports (4 rear, 2 front, 1 Type A",,Y,1,supermicro,1114S-WTRT,S,,,,,,,,,,
86,86.0,86.0,86.0,,,225,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,46 lbs (20.9kg),CSE-116TS-R504WBP,Super H12SSW-NT,1U Rackmount,500W Redundant Power Supplies with PMBus,System on Chip,Up to 64 Cores,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2 PCI-E 4.0 x16,,"2 PCI-E 4.0 x16 (FHFL) slots,    1 PCI-E 4.0 x16 (LP) slot    Optional 2 U.2 NVMe (PCI-E 3.0)",2TB,7 USB 3.0,"7 USB 3.0 ports (4 rear, 2 front, 1 Type A",,Y,1,supermicro,1114S-WTRT,SUPERMICRO,,,,,,,,,,
87,87.0,87.0,87.0,,,229,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-116AC-R706WB,Super X10SRW-F,1U Rackmount,,Intel® C612 chipset,,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2x PCI-E 3.0 x16 FH slots and    1x PCI-E 3.0 x8 (in x16) HH slot,,2x PCI-E 3.0 x16 FH slots and    1x PCI-E 3.0 x8 (in x16) HH slot,1TB,2x USB 3.0 ports (rear,2x USB 3.0 ports (rear,Single socket R3 (LGA 2011) supports,Y,1,supermicro,1018R-WC0R,SUPERMICRO, 40 lbs (18.1 kg, 25 lbs (11.3 kg,,,,,,,,
88,88.0,88.0,88.0,,,231,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-514-R407W,Super X10SRW-F,1U Rackmount,400W 1U Redundant Power Supplies with PMbus,Intel® C612 chipset,,"1.7"" (43mm)","17.2"" (437mm)","16.9"" (429mm)",Black,2x PCI-E 3.0 x16 Left Riser slot;    1x PCI-E 3.0 x8 LP slot,,2x PCI-E 3.0 x16 Left Riser slot;    1x PCI-E 3.0 x8 LP slot,1TB,2x USB 3.0 ports (rear,2x USB 3.0 ports (rear,Single socket R3 (LGA 2011) supports,Y,1,supermicro,1018R-WR,SUPERMICRO, 27 lbs (12.25 kg, 15.5 lbs (7.03 kg,,,,,,,,
89,89.0,89.0,89.0,,,232,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-813MF2TQC-505CB,Super X11DPL-i,1U Rackmount,"500W High-Efficiency Power Supply w/PMBus 1.2, I2C, and PFC",Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","19.98"" (508mm)",Black,1 PCI-E 3.0 x8 (FHHL) slot,1 PCI-E 3.0 x8,1 PCI-E 3.0 x8 (FHHL) slot,2TB,2 USB 2.0 ports (rear,2 USB 2.0,Dual Socket P (LGA 3647) support,Y,1,supermicro,6019P-MT,SUPERMICRO, 28.7 lbs (13.0 kg,,,,,,,,,
90,90.0,90.0,90.0,,,233,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-813MF2TS-R804CB,Super X11DPL-i,1U Rackmount,,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","19.98"" (508mm)",Black,1 PCI-E 3.0 x8 (FHHL) slot,1 PCI-E 3.0 x8,1 PCI-E 3.0 x8 (FHHL) slot,2TB,2 USB 2.0 ports (rear,2 USB 2.0,Dual Socket P (LGA 3647) support,Y,1,supermicro,6019P-MTR,SUPERMICRO, 30.0 lbs (13.6 kg,,,,,,,,,
91,91.0,91.0,91.0,,,234,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-815TQC-605WB,Super X11SPW-TF,1U Rackmount,"600W High-Efficiency Power Supply w/PMBus 1.2, I2C, PFC, and Digital Switching",Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","25.6"" (650mm)",Black,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 (FHFL) slots,    1 PCI-E 3.0 x8 (LP) slot",1.5TB,2 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,Y,1,supermicro,5019P-WT,SUPERMICRO, 46 lbs (20.87 kg, 22 lbs (9.98 kg,,,,,,,,
92,92.0,92.0,92.0,,,235,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-815TQC-R504WB2,Super X11SPW-TF,1U Rackmount,500W Redundant Power Supplies with PMBus,Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","25.6"" (650mm)",Black,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 (FHFL) slots,    1 PCI-E 3.0 x8 (LP) slot",1.5TB,2 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,Y,1,supermicro,5019P-WTR,SUPERMICRO, 48 lbs (21.77 kg, 24 lbs (10.89 kg,,,,,,,,
93,93.0,93.0,93.0,,,237,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,46 lbs (20.9kg),CSE-116AC2-R706WB,Super X10DRW-NT,1U Rackmount,,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2 PCI-E 3.0 x16,,2 PCI-E 3.0 x16 (FHHL) slots,2TB,2 USB 3.0,4 USB 2.0,Dual socket R3 (LGA 2011) supports,Y,1,supermicro,1028R-WTNRT,SUPERMICRO,,,,,,,,,,
94,94.0,94.0,94.0,,,238, 10°C ~ 30°C (50°F ~ 85°F,,,,,,CSE-827HQ+-R2K04BP2,Super H12SST-PS,2U Rackmount,2000W Redundant Power Supplies with PMBus,System on Chip,Up to 64 Cores,"3.47"" (88mm)","17.25"" (438mm)","30.5"" (774mm)",Black,2 PCI-E 4.0 x16,,2 PCI-E 4.0 x16 (LP) slotsM.2 Interface: 4 SATA/PCI-E 4.0 x4,2TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,,Y,1,supermicro,2014TP-HTR,SUPERMICRO, 85 lbs (38.6 kg, 54.5 lbs (24.7 kg,,, -40°C to 60°C (-40°F to 140°F, 8% to 90% (non-condensing, 5% to 95% (non-condensing),,,
95,95.0,95.0,95.0,,,248, 10°C ~ 30°C (50°F ~ 85°F,,,,,,CSE-827HQ+-R2K04BP2,Super H12SST-PS,2U Rackmount,2000W Redundant Power Supplies with PMBus,System on Chip,Up to 64 Cores,"3.47"" (88mm)","17.25"" (438mm)","30.5"" (774mm)",Black,2 PCI-E 4.0 x16,,2 PCI-E 4.0 x16 (LP) slotsM.2 Interface: 4 SATA/PCI-E 4.0 x4,2TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,,Y,1,supermicro,2014TP-HTR,S, 85 lbs (38.6 kg, 54.5 lbs (24.7 kg,,, -40°C to 60°C (-40°F to 140°F, 8% to 90% (non-condensing, 5% to 95% (non-condensing),,,
96,96.0,96.0,96.0,,,239, 10°C ~ 30°C (50°F ~ 86°F,, 8% to 90% (non-condensing, 5% to 95% (non-condensing,,,CSE-217BHQ+-R2K22BP2,Super H12DST-B,2U Rackmount,2200W Redundant Power Supplies with PMBus,System on Chip,Up to 64 Cores,"3.47"" (88mm)","17.68"" (449mm)","28.75"" (730mm)",Black,2 PCI-E 4.0 x16,,2 PCI-E 4.0 x16 (LP) slot;M.2 Interface: 1 SATA/PCI-E 3.0 x4,4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,,Y,1,supermicro,2124BT-HTR,SUPERMICRO, 85 lbs (38.6 kg, 54.5 lbs (24.7 kg,,,,,, -40°C to 60°C (-40°F to 140°F,,
97,97.0,97.0,97.0,,,249, 10°C ~ 30°C (50°F ~ 86°F,, 8% to 90% (non-condensing, 5% to 95% (non-condensing,,,CSE-217BHQ+-R2K22BP2,Super H12DST-B,2U Rackmount,2200W Redundant Power Supplies with PMBus,System on Chip,Up to 64 Cores,"3.47"" (88mm)","17.68"" (449mm)","28.75"" (730mm)",Black,2 PCI-E 4.0 x16,,2 PCI-E 4.0 x16 (LP) slot;M.2 Interface: 1 SATA/PCI-E 3.0 x4,4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,,Y,1,supermicro,2124BT-HTR,S, 85 lbs (38.6 kg, 54.5 lbs (24.7 kg,,,,,, -40°C to 60°C (-40°F to 140°F,,
98,98.0,98.0,98.0,,,240,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-119UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A","5 USB 3.0 ports (2 rear, 2 front, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,1029U-TR4,SUPERMICRO,,,,,,,,,,
99,99.0,99.0,99.0,,,241,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-119UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A","5 USB 3.0 ports (2 rear, 2 front, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,1029U-TR4T,SUPERMICRO,,,,,,,,,,
100,100.0,100.0,100.0,,,242,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-119UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A","5 USB 3.0 ports (2 rear, 2 front, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,1029U-TRT,SUPERMICRO,,,,,,,,,,
101,101.0,101.0,101.0,,,243,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-119UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A","5 USB 3.0 ports (2 rear, 2 front, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,1029U-TRTP,SUPERMICRO,,,,,,,,,,
102,102.0,102.0,102.0,,,244,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-119UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A","5 USB 3.0 ports (2 rear, 2 front, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,1029U-E1CR4,SUPERMICRO,,,,,,,,,,
103,103.0,103.0,103.0,,,245,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-119UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A","5 USB 3.0 ports (2 rear, 2 front, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,1029U-E1CR4T,SUPERMICRO,,,,,,,,,,
104,104.0,104.0,104.0,,,246,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-119UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A","5 USB 3.0 ports (2 rear, 2 front, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,1029U-E1CRT,SUPERMICRO,,,,,,,,,,
105,105.0,105.0,105.0,,,247,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-119UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","28.5"" (724mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 front, 1 Type A","5 USB 3.0 ports (2 rear, 2 front, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,1029U-E1CRTP,SUPERMICRO,,,,,,,,,,
106,106.0,106.0,106.0,,,250,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,46 lbs (20.9kg),CSE-113AC2-605WB,Super X11DDW-L,1U Rackmount,"600W High-Efficiency Power Supply w/PMBus 1.2, I2C, PFC, and Digital Switching",Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","23.5"" (597mm)",Black,2 PCI-E 3.0 x16,1 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 (FHHL) slots,    1 PCI-E 3.0 x8 (LP) slot,    1 PCI-E 3.0 x16 for Add-on-Module,    1 PCI-E 3.0 x4 NVMe M.2 slot",3TB,4 USB 3.0,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,1029P-WT,SUPERMICRO,,,,,,,,,,
107,107.0,107.0,107.0,,,251,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,62 lbs (28.1 kg),CSE-825TQC-R1K03WB,Super X11DDW-L,2U Rackmount,1000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","25.5"" (648mm)",Black,1 PCI-E 3.0 x16,4 PCI-E 3.0 x8,"4 PCI-E 3.0 x8 (FHHL) slots,    2 PCI-E 3.0 x8 (LP) slots,    1 PCI-E 3.0 x16 for Add-on-Module    1 PCI-E 3.0 x4 NVMe M.2 slot",3TB,4 USB 3.0,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029P-WTR,SUPERMICRO,,,,,,,,,,
108,108.0,108.0,108.0,,,252,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-113MFAC2-605CB,Super X11DPL-i,1U Rackmount,"600W High-Efficiency Power Supply w/PMBus 1.2, I2C, PFC, and Digital Switching",Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","19.98"" (508mm)",Black,1 PCI-E 3.0 x8 (FHHL) slot,1 PCI-E 3.0 x8,1 PCI-E 3.0 x8 (FHHL) slot,2TB,2 USB 2.0 ports (rear,2 USB 2.0,Dual Socket P (LGA 3647) support,Y,1,supermicro,1029P-MT,SUPERMICRO, 29.8 lbs (13.5 kg,,,,,,,,,
109,109.0,109.0,109.0,,,253,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-113MFTS-R804CB,Super X11DPL-i,1U Rackmount,,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","19.98"" (508mm)",Black,1 PCI-E 3.0 x8 (FHHL) slot,1 PCI-E 3.0 x8,1 PCI-E 3.0 x8 (FHHL) slot,2TB,2 USB 2.0 ports (rear,2 USB 2.0,Dual Socket P (LGA 3647) support,Y,1,supermicro,1029P-MTR,SUPERMICRO, 31.1 lbs (14.1 kg,,,,,,,,,
110,110.0,110.0,110.0,,,254,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-819UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","29.7"" (754mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A","3 USB 3.0 ports (2 rear, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,6019U-TN4RT,SUPERMICRO,,,,,,,,,,
111,111.0,111.0,111.0,,,255,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-819UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","29.7"" (754mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A","3 USB 3.0 ports (2 rear, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,6019U-TN4R4T,SUPERMICRO,,,,,,,,,,
112,112.0,112.0,112.0,,,256,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-819UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","29.7"" (754mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A","3 USB 3.0 ports (2 rear, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,6019U-TR4,SUPERMICRO,,,,,,,,,,
113,113.0,113.0,113.0,,,257,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-819UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","29.7"" (754mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A","3 USB 3.0 ports (2 rear, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,6019U-TR4T,SUPERMICRO,,,,,,,,,,
114,114.0,114.0,114.0,,,258,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 26 lbs (11.8 kg, 41 lbs (18.6 kg,CSE-819UTS-R751P-T,Super X11DPU,1U Rackmount,System Cooling,Intel® C621 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","29.7"" (754mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots (FH, 10.5"" L),    2 PCI-E 3.0 x8 slots (1 LP, 1 internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A","3 USB 3.0 ports (2 rear, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,6019U-TRT,SUPERMICRO,,,,,,,,,,
